,Sentence,Sentiment
1546,"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .",1
2957,"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery .",2
601,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",1
1321,Doubts grow over GlaxoSmithKline's $6 bln capital return plan,0
3574,"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .",1
5481,"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",1
2419,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,2
1745,ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,2
5710,"The company operates worldwide and employs in total approximately 47,000 persons .",1
3972,Ruukki Group calculates that it has lost EUR 4mn in the failed project .,0
3255,"`` Over the years , the color orange has become synonymous with quality .",1
2389,"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",2
977,Exel is headquartered in Mantyharju in Finland .,1
4238,Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,1
4113,$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,2
509,"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",1
5619,The second-quarter net sales are expected to be on par with the first quarter of 2009 .,1
5452,`` Demand for sports equipment was good in 2005 .,2
1256,Standard Chartered Not Raising Capital Yet As Dividend Cut,0
5403,CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .,1
4988,CapMan made its initial investment in OneMed in June 2006 .,1
952,@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,0
3377,$aapl.  Test the high today and probably go beyond after hours...,2
990,Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,1
1879,"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .",2
5060,What we think ?,1
2623,"The new Kroksberg railway tunnel will be built on a new section of track between Harnosand and Veda , forming part of the line that follows the coast of the Gulf of Bothnia .",1
1939,"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",0
5033,"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",1
698,"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",1
5503,"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",1
3268,"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece .",1
1722,ALERT: New MACD signal created on $CTXS - Buy at 77.09 - Time: 18:23 - Strength: 10. Powered by https://t.co/4TdgjEDLLZ,2
5756,"SINGAPORE ( ICIS ) -- ( 1 ) Kemira and Indian water infrastructure firm ( 2 ) IVRCL have agreed to form a join venture which includes a new inorganic coagulant manufacturing facility in Andhra Pradesh state , India , the Finnish water treatment chemicals maker said on Tuesday .",2
1831,"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .",0
3587,"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .",2
568,Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m .,1
863,long $AAPL,2
4267,A PLUMBING business has announced it is sponsoring a professional darts player .,1
1155,"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .",1
955,Morning Agenda: Shire's Deal for NPS,2
5652,"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",2
4203,Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,0
1509,"Thanksto improvements in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have substantiallyimproved . ''",2
4621,"In this case , the effect would be negative in Finland .",0
308,Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement .,1
81,"In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA .",1
4046,$FB I've been dead on so far. Such a bloated valuation. https://t.co/czCf8Kbrlt,0
5659,"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",1
5103,The company then said it will focus its resources on clinical research .,1
4463,"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",1
1838,"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",2
1614,The passenger tunnel is expected to be put into operation in 2009 .,1
1719,"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .",2
11,$SAP Q1 disappoints as #software licenses down. Real problem? #Cloud growth trails $MSFT $ORCL $GOOG $CRM $ADBE https://t.co/jNDphllzq5,0
4452,Net profit was 35.5 mln compared with 29.8 mln .,2
4765,"The market value of one crane is some USD6m , reported the Finnish news agency STT .",1
5331,"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",1
1634,Consumption is forecast to grow by about 2 % .,2
1318,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",1
4520,"Following the transaction , Tulikivi restructured its operations into the Soapstone Fireplaces Business , Natural Stone Product Business and Ceramic Products Business units .",1
1178,The office space will rise above the remodeled Cannon Street underground station .,1
5612,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,1
4426,Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,1
1201,CompaniesAB InBev signals it won't go hostile for SABMiller,2
2987,"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .",1
5382,UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,0
4911,"Cargotec 's share capital after the increase totals 64,046,460 euros .",1
933,Airbus will attempt to evacuate up to 873 people within 90 seconds .,1
441,$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,0
2238,"Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA .",1
4132,"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .",2
4279,`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,1
4888,Australia clears AB Inbev's $100 billion SABMiller buyout plan,2
1540,"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .",1
4660,OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .,1
5812,"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",1
1544,"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .",1
1099,"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper .",1
489,The bridge is part of the highway 14 development project .,1
5391,Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,1
2032,"According to Olvi , the company is already negotiating new agreements .",1
1631,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,0
5589,"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+ñki Oyj 's CEO Jukka Moisio .",1
1954,"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",1
5715,"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",2
4880,"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",2
2852,CompaniesDixons Carphone to close 134 UK stores as sales jump,2
2308,The first stage of the contract covers 133 stores and 600 cash registers .,1
4675,Scanfil expects net sales in 2008 to remain at the 2007 level .,1
2373,"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .",2
4478,"$CNDO 21% short float, shorts likely to take profits into close",0
5285,"$AAPL bounce right now has no vol, more vol when it slid",2
2654,"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",2
4242,"UPM is talking to Myllykoski+ó s creditor banks -- Nordea ( STO : NDA ) , Nordic Investment Bank and Danske Bank+ó s ( CPH : DANSKE ) Sampo Bank -- over a deal , the paper said .",1
4560,"According to Gran , the company has no plans to move all production to Russia , although that is where the company is growing .",1
4283,Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,2
1348,"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",2
1695,Net profit in the same period in 2006 was 36.6 million euros .,1
4869,"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services .",1
1428,BHP Billiton drags FTSE lower after slashing dividend,0
381,"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",1
1721,CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental .,1
3831,"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",1
55,The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .,2
1203,"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .",1
949,"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",2
2611,"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia .",1
1475,`` The combined activities will create value for shareholders and be good for our employees and customers .,2
774,"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",2
2776,"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",1
4364,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",2
4190,"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",1
3355,"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",0
4433,Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,2
44,"A portion , $ 12.5 million , will be recorded as part of its winnings in a prior patent dispute with Finnish phone maker Nokia Oyj .",2
1708,"POYRY PLC Additional information by : Martin Kuzaj , President , Industry Business Group , Finland Tel. +358 10 33 21179 Sanna Paivaniemi , Director , Investor Relations , Poyry PLC , Finland Tel. +358 10 33 23002 Poyry is a global consulting and engineering company dedicated to balanced sustainability .",1
3743,"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .",1
5219,The trade is in accordance with the agreement announced on 26 March 2008 .,1
1307,"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",2
5683,"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",0
5781,Greene King's third quarter sales boosted by festive season,2
2723,Drugmaker Shire to buy Baxalta for $32 billion after 6-month pursuit,2
2151,"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",0
2869,"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",1
96,"Lember said the matter was topical also in Estonia , where a bill has been drafted at the Social Affairs Ministry that would scrap old-age pensions on favorable conditions .",1
4761,"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",0
2512,Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,1
163,"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",1
1455,It will use the proceeds from the transaction to achieve its target .,1
3165,"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",0
811,"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",2
463,"In his current position , Manty has worked since 1996 .",1
1755,The original patent was filed in Finland under application No. .,1
5152,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,2
4356,"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",0
3321,The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,1
1649,"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",0
589,"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",1
4837,This organization will assume the responsibility for operations in Russia .,1
